Using GPU: 1...
X_train.shape=(33444, 2, 64), y_train.shape=(33444,);
X_test.shape=(11226, 2, 64), y_test.shape=(11226,)
Creating the data generator ...
PreTrain Embedding hitRate=0.9516045739579491
model.bilstm.embedding.weight
model.bilstm.quote_bilstm.weight_ih_l0
model.bilstm.quote_bilstm.weight_hh_l0
model.bilstm.quote_bilstm.bias_ih_l0
model.bilstm.quote_bilstm.bias_hh_l0
model.bilstm.quote_bilstm.weight_ih_l0_reverse
model.bilstm.quote_bilstm.weight_hh_l0_reverse
model.bilstm.quote_bilstm.bias_ih_l0_reverse
model.bilstm.quote_bilstm.bias_hh_l0_reverse
model.bilstm.quote_bilstm.weight_ih_l1
model.bilstm.quote_bilstm.weight_hh_l1
model.bilstm.quote_bilstm.bias_ih_l1
model.bilstm.quote_bilstm.bias_hh_l1
model.bilstm.quote_bilstm.weight_ih_l1_reverse
model.bilstm.quote_bilstm.weight_hh_l1_reverse
model.bilstm.quote_bilstm.bias_ih_l1_reverse
model.bilstm.quote_bilstm.bias_hh_l1_reverse
model.bilstm.response_bilstm.weight_ih_l0
model.bilstm.response_bilstm.weight_hh_l0
model.bilstm.response_bilstm.bias_ih_l0
model.bilstm.response_bilstm.bias_hh_l0
model.bilstm.response_bilstm.weight_ih_l0_reverse
model.bilstm.response_bilstm.weight_hh_l0_reverse
model.bilstm.response_bilstm.bias_ih_l0_reverse
model.bilstm.response_bilstm.bias_hh_l0_reverse
model.bilstm.response_bilstm.weight_ih_l1
model.bilstm.response_bilstm.weight_hh_l1
model.bilstm.response_bilstm.bias_ih_l1
model.bilstm.response_bilstm.bias_hh_l1
model.bilstm.response_bilstm.weight_ih_l1_reverse
model.bilstm.response_bilstm.weight_hh_l1_reverse
model.bilstm.response_bilstm.bias_ih_l1_reverse
model.bilstm.response_bilstm.bias_hh_l1_reverse
model.self_dot_q2q_attention_layer.0.weight
model.self_dot_q2q_attention_layer.0.bias
model.self_dot_r2r_attention_layer.0.weight
model.self_dot_r2r_attention_layer.0.bias
model.cross_dot_v2_r2q_attention_layer.0.weight
model.cross_dot_v2_r2q_attention_layer.0.bias
model.cross_dot_v2_q2r_attention_layer.0.weight
model.cross_dot_v2_q2r_attention_layer.0.bias
out.0.weight
out.0.bias
out.3.weight
out.3.bias
BATCH 1 training acc=0.343750, cost=1.099054, test acc=0.233565, cost=1.125920, disagree_f1=0.378593, neural_f1=0.000000, agree_f1=0.001513, average_f1=0.126702
BATCH 1013 training acc=0.687500, cost=0.662975, test acc=0.852931, cost=0.388671, disagree_f1=0.773694, neural_f1=0.944009, agree_f1=0.530361, average_f1=0.749355
BATCH 1014 training acc=0.781250, cost=0.455319, test acc=0.854000, cost=0.387982, disagree_f1=0.773979, neural_f1=0.944641, agree_f1=0.534210, average_f1=0.750943
BATCH 1015 training acc=0.781250, cost=0.600138, test acc=0.853287, cost=0.389137, disagree_f1=0.773612, neural_f1=0.944036, agree_f1=0.538171, average_f1=0.751940
BATCH 1016 training acc=0.656250, cost=0.600419, test acc=0.853109, cost=0.388784, disagree_f1=0.770818, neural_f1=0.944142, agree_f1=0.551500, average_f1=0.755487
BATCH 1017 training acc=0.812500, cost=0.391708, test acc=0.851505, cost=0.388436, disagree_f1=0.762902, neural_f1=0.944985, agree_f1=0.560492, average_f1=0.756126
BATCH 1018 training acc=0.687500, cost=0.567580, test acc=0.848744, cost=0.388169, disagree_f1=0.748450, neural_f1=0.947191, agree_f1=0.561381, average_f1=0.752340
BATCH 1019 training acc=0.812500, cost=0.369792, test acc=0.845626, cost=0.392575, disagree_f1=0.735618, neural_f1=0.947309, agree_f1=0.567358, average_f1=0.750095
BATCH 1020 training acc=0.906250, cost=0.328148, test acc=0.844825, cost=0.391201, disagree_f1=0.726305, neural_f1=0.948673, agree_f1=0.569690, average_f1=0.748223
BATCH 1021 training acc=0.718750, cost=0.650265, test acc=0.847051, cost=0.389179, disagree_f1=0.722419, neural_f1=0.951643, agree_f1=0.576067, average_f1=0.750043
BATCH 1022 training acc=0.812500, cost=0.523581, test acc=0.842865, cost=0.393104, disagree_f1=0.705882, neural_f1=0.952056, agree_f1=0.572512, average_f1=0.743484
BATCH 1023 training acc=0.875000, cost=0.412268, test acc=0.838678, cost=0.397043, disagree_f1=0.692191, neural_f1=0.951830, agree_f1=0.568091, average_f1=0.737371
BATCH 1024 training acc=0.843750, cost=0.354166, test acc=0.841796, cost=0.394712, disagree_f1=0.703330, neural_f1=0.951903, agree_f1=0.570849, average_f1=0.742027
BATCH 1025 training acc=0.781250, cost=0.648428, test acc=0.846695, cost=0.389139, disagree_f1=0.722153, neural_f1=0.951909, agree_f1=0.573401, average_f1=0.749154
BATCH 1026 training acc=0.781250, cost=0.374812, test acc=0.852485, cost=0.378454, disagree_f1=0.737357, neural_f1=0.953157, agree_f1=0.575291, average_f1=0.755268
BATCH 1027 training acc=0.781250, cost=0.579598, test acc=0.855870, cost=0.371002, disagree_f1=0.748802, neural_f1=0.953335, agree_f1=0.573573, average_f1=0.758570
BATCH 1028 training acc=0.781250, cost=0.387456, test acc=0.859612, cost=0.363258, disagree_f1=0.757499, neural_f1=0.953814, agree_f1=0.573866, average_f1=0.761726
BATCH 1029 training acc=0.906250, cost=0.328802, test acc=0.862729, cost=0.357121, disagree_f1=0.766923, neural_f1=0.953944, agree_f1=0.571632, average_f1=0.764166
BATCH 1030 training acc=0.781250, cost=0.422899, test acc=0.865313, cost=0.351571, disagree_f1=0.774059, neural_f1=0.954225, agree_f1=0.567938, average_f1=0.765407
BATCH 1031 training acc=0.656250, cost=0.656965, test acc=0.866114, cost=0.350714, disagree_f1=0.777194, neural_f1=0.954351, agree_f1=0.564989, average_f1=0.765511
BATCH 1032 training acc=0.656250, cost=0.714490, test acc=0.866025, cost=0.351432, disagree_f1=0.776462, neural_f1=0.954278, agree_f1=0.567265, average_f1=0.766002
BATCH 1033 training acc=0.656250, cost=0.679701, test acc=0.864066, cost=0.355360, disagree_f1=0.776097, neural_f1=0.952930, agree_f1=0.563684, average_f1=0.764237
BATCH 1034 training acc=0.812500, cost=0.373479, test acc=0.861482, cost=0.362491, disagree_f1=0.774898, neural_f1=0.950879, agree_f1=0.562178, average_f1=0.762652
BATCH 1035 training acc=0.875000, cost=0.314269, test acc=0.859255, cost=0.373401, disagree_f1=0.775338, neural_f1=0.948898, agree_f1=0.560584, average_f1=0.761607
BATCH 1036 training acc=0.781250, cost=0.326454, test acc=0.854890, cost=0.383101, disagree_f1=0.771719, neural_f1=0.945593, agree_f1=0.557035, average_f1=0.758116
BATCH 1037 training acc=0.781250, cost=0.628944, test acc=0.850615, cost=0.395394, disagree_f1=0.767113, neural_f1=0.942721, agree_f1=0.550578, average_f1=0.753471
BATCH 1038 training acc=0.812500, cost=0.380858, test acc=0.846250, cost=0.405210, disagree_f1=0.762480, neural_f1=0.939398, agree_f1=0.547730, average_f1=0.749869
BATCH 1039 training acc=0.812500, cost=0.470053, test acc=0.844468, cost=0.410580, disagree_f1=0.762278, neural_f1=0.937714, agree_f1=0.546610, average_f1=0.748867
BATCH 1040 training acc=0.625000, cost=0.701037, test acc=0.843399, cost=0.413242, disagree_f1=0.760931, neural_f1=0.936937, agree_f1=0.542591, average_f1=0.746820
BATCH 1041 training acc=0.812500, cost=0.554272, test acc=0.843310, cost=0.411651, disagree_f1=0.761168, neural_f1=0.937629, agree_f1=0.535211, average_f1=0.744670
BATCH 1042 training acc=0.812500, cost=0.451665, test acc=0.841440, cost=0.419713, disagree_f1=0.761389, neural_f1=0.935713, agree_f1=0.532130, average_f1=0.743077
BATCH 1043 training acc=0.812500, cost=0.527732, test acc=0.841083, cost=0.420544, disagree_f1=0.761374, neural_f1=0.935273, agree_f1=0.531114, average_f1=0.742587
BATCH 1044 training acc=0.718750, cost=0.509282, test acc=0.840103, cost=0.424955, disagree_f1=0.761386, neural_f1=0.934453, agree_f1=0.534556, average_f1=0.743465
BATCH 1045 training acc=0.781250, cost=0.421787, test acc=0.839747, cost=0.428034, disagree_f1=0.761348, neural_f1=0.934416, agree_f1=0.536838, average_f1=0.744201
BATCH 1046 training acc=0.843750, cost=0.401841, test acc=0.840460, cost=0.426920, disagree_f1=0.761511, neural_f1=0.935361, agree_f1=0.541145, average_f1=0.746006
BATCH 1047 training acc=0.906250, cost=0.238709, test acc=0.841707, cost=0.421286, disagree_f1=0.760790, neural_f1=0.937348, agree_f1=0.543638, average_f1=0.747259
BATCH 1048 training acc=0.843750, cost=0.437795, test acc=0.845983, cost=0.411170, disagree_f1=0.762971, neural_f1=0.941076, agree_f1=0.552926, average_f1=0.752324
BATCH 1049 training acc=0.843750, cost=0.370912, test acc=0.847853, cost=0.399671, disagree_f1=0.757367, neural_f1=0.943981, agree_f1=0.560881, average_f1=0.754076
BATCH 1050 training acc=0.750000, cost=0.602321, test acc=0.849457, cost=0.394083, disagree_f1=0.746370, neural_f1=0.947531, agree_f1=0.574028, average_f1=0.755976
BATCH 1051 training acc=0.906250, cost=0.352952, test acc=0.849813, cost=0.389144, disagree_f1=0.739659, neural_f1=0.949574, agree_f1=0.573392, average_f1=0.754208
BATCH 1052 training acc=0.968750, cost=0.298019, test acc=0.851060, cost=0.387352, disagree_f1=0.737081, neural_f1=0.951306, agree_f1=0.577778, average_f1=0.755388
BATCH 1053 training acc=0.843750, cost=0.333493, test acc=0.851862, cost=0.383067, disagree_f1=0.734753, neural_f1=0.952235, agree_f1=0.578013, average_f1=0.755001
BATCH 1054 training acc=0.875000, cost=0.419716, test acc=0.853732, cost=0.379124, disagree_f1=0.739541, neural_f1=0.952684, agree_f1=0.576250, average_f1=0.756158
BATCH 1055 training acc=0.781250, cost=0.614405, test acc=0.857474, cost=0.373052, disagree_f1=0.751605, neural_f1=0.952645, agree_f1=0.577381, average_f1=0.760544
BATCH 1056 training acc=0.843750, cost=0.422676, test acc=0.857474, cost=0.372475, disagree_f1=0.753837, neural_f1=0.952572, agree_f1=0.572193, average_f1=0.759534
BATCH 1057 training acc=0.781250, cost=0.576852, test acc=0.859166, cost=0.368728, disagree_f1=0.760525, neural_f1=0.952671, agree_f1=0.566194, average_f1=0.759797
BATCH 1058 training acc=0.906250, cost=0.523707, test acc=0.860502, cost=0.366350, disagree_f1=0.764224, neural_f1=0.952447, agree_f1=0.567321, average_f1=0.761331
BATCH 1059 training acc=0.718750, cost=0.558048, test acc=0.860057, cost=0.364681, disagree_f1=0.764093, neural_f1=0.952302, agree_f1=0.561654, average_f1=0.759349
BATCH 1060 training acc=0.812500, cost=0.482635, test acc=0.860235, cost=0.368234, disagree_f1=0.767286, neural_f1=0.952506, agree_f1=0.559117, average_f1=0.759636
BATCH 1061 training acc=0.843750, cost=0.379714, test acc=0.856583, cost=0.376190, disagree_f1=0.765294, neural_f1=0.950696, agree_f1=0.553559, average_f1=0.756517
BATCH 1062 training acc=0.906250, cost=0.222454, test acc=0.855425, cost=0.382744, disagree_f1=0.763700, neural_f1=0.950209, agree_f1=0.556305, average_f1=0.756738
BATCH 1063 training acc=0.812500, cost=0.413400, test acc=0.852396, cost=0.391254, disagree_f1=0.762999, neural_f1=0.947913, agree_f1=0.551427, average_f1=0.754113
BATCH 1064 training acc=0.843750, cost=0.526085, test acc=0.849635, cost=0.402385, disagree_f1=0.764694, neural_f1=0.945513, agree_f1=0.545990, average_f1=0.752066
BATCH 1065 training acc=0.781250, cost=0.665104, test acc=0.847853, cost=0.409763, disagree_f1=0.764455, neural_f1=0.944167, agree_f1=0.544750, average_f1=0.751124
BATCH 1066 training acc=0.875000, cost=0.293782, test acc=0.848566, cost=0.410937, disagree_f1=0.769054, neural_f1=0.943731, agree_f1=0.541995, average_f1=0.751593
BATCH 1067 training acc=0.875000, cost=0.344168, test acc=0.849278, cost=0.408166, disagree_f1=0.769407, neural_f1=0.944127, agree_f1=0.541777, average_f1=0.751770
BATCH 1068 training acc=0.781250, cost=0.411456, test acc=0.849189, cost=0.408632, disagree_f1=0.768524, neural_f1=0.944253, agree_f1=0.544079, average_f1=0.752285
BATCH 1069 training acc=0.812500, cost=0.443510, test acc=0.847764, cost=0.410920, disagree_f1=0.764378, neural_f1=0.944064, agree_f1=0.544863, average_f1=0.751102
BATCH 1070 training acc=0.906250, cost=0.234670, test acc=0.844646, cost=0.419158, disagree_f1=0.758554, neural_f1=0.943097, agree_f1=0.544132, average_f1=0.748594
BATCH 1071 training acc=0.750000, cost=0.577968, test acc=0.840727, cost=0.431921, disagree_f1=0.748297, neural_f1=0.942525, agree_f1=0.547690, average_f1=0.746171
BATCH 1072 training acc=0.843750, cost=0.446182, test acc=0.837520, cost=0.436319, disagree_f1=0.738820, neural_f1=0.942151, agree_f1=0.547786, average_f1=0.742919
BATCH 1073 training acc=0.875000, cost=0.302094, test acc=0.835828, cost=0.437230, disagree_f1=0.731263, neural_f1=0.942392, agree_f1=0.549255, average_f1=0.740970
BATCH 1074 training acc=0.906250, cost=0.371172, test acc=0.835560, cost=0.433611, disagree_f1=0.721103, neural_f1=0.944166, agree_f1=0.555742, average_f1=0.740337
BATCH 1075 training acc=0.812500, cost=0.455535, test acc=0.833868, cost=0.434241, disagree_f1=0.715266, neural_f1=0.943793, agree_f1=0.557088, average_f1=0.738716
BATCH 1076 training acc=0.750000, cost=0.808336, test acc=0.830305, cost=0.437996, disagree_f1=0.706188, neural_f1=0.943007, agree_f1=0.553688, average_f1=0.734294
BATCH 1077 training acc=0.843750, cost=0.280009, test acc=0.831106, cost=0.435723, disagree_f1=0.710036, neural_f1=0.942892, agree_f1=0.553180, average_f1=0.735369
BATCH 1078 training acc=0.750000, cost=0.472811, test acc=0.831374, cost=0.433840, disagree_f1=0.708958, neural_f1=0.943399, agree_f1=0.554217, average_f1=0.735525
BATCH 1079 training acc=0.781250, cost=0.531409, test acc=0.830572, cost=0.430031, disagree_f1=0.704943, neural_f1=0.943863, agree_f1=0.552925, average_f1=0.733910
BATCH 1080 training acc=0.593750, cost=0.903798, test acc=0.831106, cost=0.425996, disagree_f1=0.702843, neural_f1=0.944566, agree_f1=0.555375, average_f1=0.734261
BATCH 1081 training acc=0.750000, cost=0.664287, test acc=0.831285, cost=0.425300, disagree_f1=0.704413, neural_f1=0.944252, agree_f1=0.555008, average_f1=0.734558
BATCH 1082 training acc=0.843750, cost=0.357319, test acc=0.835204, cost=0.415880, disagree_f1=0.711591, neural_f1=0.945506, agree_f1=0.558625, average_f1=0.738574
BATCH 1083 training acc=0.687500, cost=0.583480, test acc=0.840638, cost=0.405367, disagree_f1=0.726936, neural_f1=0.946212, agree_f1=0.561321, average_f1=0.744823
BATCH 1084 training acc=0.750000, cost=0.449254, test acc=0.845448, cost=0.393566, disagree_f1=0.733156, neural_f1=0.948763, agree_f1=0.565112, average_f1=0.749010
BATCH 1085 training acc=0.875000, cost=0.361731, test acc=0.847141, cost=0.386726, disagree_f1=0.736023, neural_f1=0.949333, agree_f1=0.565031, average_f1=0.750129
BATCH 1086 training acc=0.812500, cost=0.417115, test acc=0.845626, cost=0.385327, disagree_f1=0.726401, neural_f1=0.949599, agree_f1=0.567715, average_f1=0.747905
BATCH 1087 training acc=0.781250, cost=0.514806, test acc=0.845626, cost=0.384676, disagree_f1=0.723315, neural_f1=0.950564, agree_f1=0.567029, average_f1=0.746969
BATCH 1088 training acc=0.718750, cost=0.501963, test acc=0.843577, cost=0.389832, disagree_f1=0.722629, neural_f1=0.948876, agree_f1=0.566577, average_f1=0.746027
BATCH 1089 training acc=0.781250, cost=0.615262, test acc=0.844646, cost=0.389833, disagree_f1=0.728775, neural_f1=0.948524, agree_f1=0.565650, average_f1=0.747650
BATCH 1090 training acc=0.812500, cost=0.530675, test acc=0.848031, cost=0.383864, disagree_f1=0.738611, neural_f1=0.949179, agree_f1=0.565461, average_f1=0.751084
BATCH 1091 training acc=0.843750, cost=0.471015, test acc=0.850436, cost=0.379791, disagree_f1=0.744520, neural_f1=0.949766, agree_f1=0.565203, average_f1=0.753163
BATCH 1092 training acc=0.812500, cost=0.465019, test acc=0.851951, cost=0.379691, disagree_f1=0.751075, neural_f1=0.949297, agree_f1=0.563427, average_f1=0.754599
BATCH 1093 training acc=0.937500, cost=0.308165, test acc=0.855514, cost=0.372553, disagree_f1=0.756653, neural_f1=0.950621, agree_f1=0.564891, average_f1=0.757388
BATCH 1094 training acc=0.906250, cost=0.332641, test acc=0.856405, cost=0.369303, disagree_f1=0.757101, neural_f1=0.950989, agree_f1=0.566426, average_f1=0.758172
BATCH 1095 training acc=0.656250, cost=0.541409, test acc=0.859255, cost=0.361642, disagree_f1=0.760916, neural_f1=0.951938, agree_f1=0.568102, average_f1=0.760319
BATCH 1096 training acc=0.906250, cost=0.295339, test acc=0.860770, cost=0.357143, disagree_f1=0.766031, neural_f1=0.951959, agree_f1=0.563991, average_f1=0.760660
BATCH 1097 training acc=0.875000, cost=0.342282, test acc=0.861571, cost=0.356716, disagree_f1=0.768327, neural_f1=0.952150, agree_f1=0.562958, average_f1=0.761145
BATCH 1098 training acc=0.750000, cost=0.773707, test acc=0.861928, cost=0.356310, disagree_f1=0.771156, neural_f1=0.951563, agree_f1=0.559220, average_f1=0.760646
BATCH 1099 training acc=0.687500, cost=0.567077, test acc=0.861482, cost=0.357899, disagree_f1=0.771910, neural_f1=0.951211, agree_f1=0.555556, average_f1=0.759559
BATCH 1100 training acc=0.812500, cost=0.398321, test acc=0.861215, cost=0.361349, disagree_f1=0.772878, neural_f1=0.950738, agree_f1=0.555724, average_f1=0.759780
BATCH 1101 training acc=0.750000, cost=0.435378, test acc=0.860324, cost=0.365006, disagree_f1=0.772201, neural_f1=0.950077, agree_f1=0.557844, average_f1=0.760040
BATCH 1102 training acc=0.718750, cost=0.729980, test acc=0.858810, cost=0.369162, disagree_f1=0.768284, neural_f1=0.949735, agree_f1=0.563584, average_f1=0.760534
BATCH 1103 training acc=0.718750, cost=0.543961, test acc=0.858275, cost=0.369831, disagree_f1=0.764215, neural_f1=0.949930, agree_f1=0.569817, average_f1=0.761321
BATCH 1104 training acc=0.781250, cost=0.611004, test acc=0.856138, cost=0.375419, disagree_f1=0.761086, neural_f1=0.949392, agree_f1=0.568977, average_f1=0.759818
BATCH 1105 training acc=0.718750, cost=0.794191, test acc=0.856494, cost=0.374484, disagree_f1=0.761522, neural_f1=0.949110, agree_f1=0.570048, average_f1=0.760227
BATCH 1106 training acc=0.843750, cost=0.415699, test acc=0.853287, cost=0.378869, disagree_f1=0.752964, neural_f1=0.948662, agree_f1=0.569231, average_f1=0.756952
BATCH 1107 training acc=0.812500, cost=0.446481, test acc=0.848388, cost=0.392403, disagree_f1=0.742394, neural_f1=0.947006, agree_f1=0.572065, average_f1=0.753822
BATCH 1108 training acc=0.812500, cost=0.423939, test acc=0.839658, cost=0.413278, disagree_f1=0.724843, neural_f1=0.944127, agree_f1=0.567938, average_f1=0.745636
BATCH 1109 training acc=0.875000, cost=0.407698, test acc=0.828612, cost=0.439627, disagree_f1=0.699476, neural_f1=0.940633, agree_f1=0.561335, average_f1=0.733815
BATCH 1110 training acc=0.687500, cost=0.572834, test acc=0.820239, cost=0.462000, disagree_f1=0.686529, neural_f1=0.936964, agree_f1=0.553044, average_f1=0.725512
BATCH 1111 training acc=0.812500, cost=0.369378, test acc=0.813023, cost=0.476549, disagree_f1=0.674449, neural_f1=0.933572, agree_f1=0.545548, average_f1=0.717856
BATCH 1112 training acc=0.750000, cost=0.470249, test acc=0.812133, cost=0.480939, disagree_f1=0.680017, neural_f1=0.931146, agree_f1=0.544182, average_f1=0.718449
BATCH 1113 training acc=0.750000, cost=0.397429, test acc=0.817121, cost=0.471272, disagree_f1=0.700634, neural_f1=0.929971, agree_f1=0.546540, average_f1=0.725715
BATCH 1114 training acc=0.937500, cost=0.211417, test acc=0.824158, cost=0.459681, disagree_f1=0.722365, neural_f1=0.930403, agree_f1=0.550186, average_f1=0.734318
BATCH 1115 training acc=0.781250, cost=0.547727, test acc=0.829325, cost=0.446323, disagree_f1=0.736762, neural_f1=0.931404, agree_f1=0.545399, average_f1=0.737855
BATCH 1116 training acc=0.781250, cost=0.692476, test acc=0.835293, cost=0.434103, disagree_f1=0.750092, neural_f1=0.933027, agree_f1=0.544750, average_f1=0.742623
BATCH 1117 training acc=0.781250, cost=0.456033, test acc=0.837698, cost=0.430140, disagree_f1=0.754648, neural_f1=0.935110, agree_f1=0.540399, average_f1=0.743385
BATCH 1118 training acc=0.812500, cost=0.508585, test acc=0.841796, cost=0.424796, disagree_f1=0.764228, neural_f1=0.935966, agree_f1=0.540136, average_f1=0.746777
BATCH 1119 training acc=0.843750, cost=0.388628, test acc=0.844290, cost=0.419446, disagree_f1=0.769064, neural_f1=0.938044, agree_f1=0.536802, average_f1=0.747970
BATCH 1120 training acc=0.812500, cost=0.392356, test acc=0.844468, cost=0.419791, disagree_f1=0.771579, neural_f1=0.937901, agree_f1=0.535556, average_f1=0.748346
BATCH 1121 training acc=0.781250, cost=0.509989, test acc=0.845804, cost=0.414250, disagree_f1=0.773299, neural_f1=0.939459, agree_f1=0.532605, average_f1=0.748454
BATCH 1122 training acc=0.937500, cost=0.189064, test acc=0.846517, cost=0.408611, disagree_f1=0.772585, neural_f1=0.940550, agree_f1=0.534459, average_f1=0.749198
BATCH 1123 training acc=0.875000, cost=0.355822, test acc=0.846695, cost=0.407232, disagree_f1=0.772491, neural_f1=0.941035, agree_f1=0.534408, average_f1=0.749311
BATCH 1124 training acc=0.843750, cost=0.455864, test acc=0.845626, cost=0.409290, disagree_f1=0.769927, neural_f1=0.940876, agree_f1=0.537958, average_f1=0.749587
BATCH 1125 training acc=0.843750, cost=0.479019, test acc=0.844201, cost=0.406632, disagree_f1=0.759969, neural_f1=0.942193, agree_f1=0.545110, average_f1=0.749091
BATCH 1126 training acc=0.781250, cost=0.628221, test acc=0.843043, cost=0.408643, disagree_f1=0.752232, neural_f1=0.943340, agree_f1=0.549786, average_f1=0.748453
BATCH 1127 training acc=0.781250, cost=0.592161, test acc=0.839925, cost=0.414102, disagree_f1=0.741559, neural_f1=0.943498, agree_f1=0.552570, average_f1=0.745876
BATCH 1128 training acc=0.781250, cost=0.673412, test acc=0.835560, cost=0.418143, disagree_f1=0.720409, neural_f1=0.944919, agree_f1=0.553571, average_f1=0.739633
BATCH 1129 training acc=0.718750, cost=0.553073, test acc=0.834402, cost=0.417378, disagree_f1=0.708042, neural_f1=0.946850, agree_f1=0.554765, average_f1=0.736552
BATCH 1130 training acc=0.937500, cost=0.322753, test acc=0.833155, cost=0.420676, disagree_f1=0.697654, neural_f1=0.947465, agree_f1=0.560043, average_f1=0.735054
BATCH 1131 training acc=0.843750, cost=0.338606, test acc=0.833244, cost=0.419495, disagree_f1=0.696021, neural_f1=0.947775, agree_f1=0.560557, average_f1=0.734785
BATCH 1132 training acc=0.875000, cost=0.349349, test acc=0.834937, cost=0.414194, disagree_f1=0.705882, neural_f1=0.947575, agree_f1=0.555372, average_f1=0.736277
BATCH 1133 training acc=0.843750, cost=0.278677, test acc=0.833868, cost=0.418652, disagree_f1=0.705086, neural_f1=0.946584, agree_f1=0.555586, average_f1=0.735752
BATCH 1134 training acc=0.718750, cost=0.610600, test acc=0.836896, cost=0.412727, disagree_f1=0.716251, neural_f1=0.946651, agree_f1=0.556955, average_f1=0.739952
BATCH 1135 training acc=0.781250, cost=0.530198, test acc=0.842152, cost=0.402942, disagree_f1=0.734694, neural_f1=0.946880, agree_f1=0.557051, average_f1=0.746208
BATCH 1136 training acc=0.812500, cost=0.440169, test acc=0.849189, cost=0.393463, disagree_f1=0.752658, neural_f1=0.948439, agree_f1=0.558531, average_f1=0.753209
BATCH 1137 training acc=0.656250, cost=0.651909, test acc=0.852485, cost=0.390242, disagree_f1=0.764580, neural_f1=0.948655, agree_f1=0.555052, average_f1=0.756095
BATCH 1138 training acc=0.812500, cost=0.432081, test acc=0.854890, cost=0.382027, disagree_f1=0.766171, neural_f1=0.950119, agree_f1=0.554852, average_f1=0.757047
BATCH 1139 training acc=0.875000, cost=0.275056, test acc=0.855870, cost=0.380826, disagree_f1=0.767442, neural_f1=0.950259, agree_f1=0.554570, average_f1=0.757424
BATCH 1140 training acc=0.718750, cost=0.515647, test acc=0.854267, cost=0.385275, disagree_f1=0.765714, neural_f1=0.949038, agree_f1=0.554804, average_f1=0.756519
BATCH 1141 training acc=0.843750, cost=0.330518, test acc=0.853198, cost=0.389086, disagree_f1=0.765781, neural_f1=0.947643, agree_f1=0.554003, average_f1=0.755809
BATCH 1142 training acc=0.812500, cost=0.406992, test acc=0.851416, cost=0.392970, disagree_f1=0.759893, neural_f1=0.947405, agree_f1=0.556632, average_f1=0.754644
BATCH 1143 training acc=0.875000, cost=0.303320, test acc=0.851416, cost=0.394956, disagree_f1=0.761383, neural_f1=0.946671, agree_f1=0.556005, average_f1=0.754687
BATCH 1144 training acc=0.843750, cost=0.411795, test acc=0.850347, cost=0.397087, disagree_f1=0.762134, neural_f1=0.945064, agree_f1=0.551176, average_f1=0.752791
BATCH 1145 training acc=0.843750, cost=0.471756, test acc=0.847764, cost=0.399503, disagree_f1=0.760953, neural_f1=0.942819, agree_f1=0.543340, average_f1=0.749037
BATCH 1146 training acc=0.812500, cost=0.502710, test acc=0.846873, cost=0.405456, disagree_f1=0.764181, neural_f1=0.941160, agree_f1=0.538158, average_f1=0.747833
BATCH 1147 training acc=0.687500, cost=0.540663, test acc=0.846428, cost=0.408705, disagree_f1=0.764737, neural_f1=0.940540, agree_f1=0.537581, average_f1=0.747619
BATCH 1148 training acc=0.750000, cost=0.555866, test acc=0.843845, cost=0.412809, disagree_f1=0.759626, neural_f1=0.939701, agree_f1=0.537709, average_f1=0.745679
BATCH 1149 training acc=0.906250, cost=0.314386, test acc=0.839034, cost=0.426815, disagree_f1=0.755124, neural_f1=0.935740, agree_f1=0.537700, average_f1=0.742855
BATCH 1150 training acc=0.750000, cost=0.511896, test acc=0.834402, cost=0.432013, disagree_f1=0.747623, neural_f1=0.933965, agree_f1=0.535387, average_f1=0.738991
BATCH 1151 training acc=0.875000, cost=0.330879, test acc=0.829681, cost=0.444843, disagree_f1=0.742441, neural_f1=0.931519, agree_f1=0.534456, average_f1=0.736139
BATCH 1152 training acc=0.750000, cost=0.565928, test acc=0.825049, cost=0.460811, disagree_f1=0.736486, neural_f1=0.928551, agree_f1=0.533981, average_f1=0.733006
BATCH 1153 training acc=0.812500, cost=0.341144, test acc=0.816408, cost=0.483976, disagree_f1=0.725438, neural_f1=0.922495, agree_f1=0.533102, average_f1=0.727012
BATCH 1154 training acc=0.875000, cost=0.325459, test acc=0.807144, cost=0.512584, disagree_f1=0.714592, neural_f1=0.916447, agree_f1=0.530612, average_f1=0.720550
BATCH 1155 training acc=0.625000, cost=0.872203, test acc=0.798236, cost=0.528973, disagree_f1=0.702873, neural_f1=0.912064, agree_f1=0.518460, average_f1=0.711132
BATCH 1156 training acc=0.875000, cost=0.312383, test acc=0.788527, cost=0.551899, disagree_f1=0.685148, neural_f1=0.907718, agree_f1=0.513385, average_f1=0.702084
BATCH 1157 training acc=0.781250, cost=0.380456, test acc=0.783716, cost=0.566800, disagree_f1=0.681652, neural_f1=0.903835, agree_f1=0.509611, average_f1=0.698366
BATCH 1158 training acc=0.812500, cost=0.494804, test acc=0.782202, cost=0.571735, disagree_f1=0.683340, neural_f1=0.901876, agree_f1=0.507139, average_f1=0.697452
BATCH 1159 training acc=0.937500, cost=0.272372, test acc=0.783449, cost=0.573364, disagree_f1=0.687875, neural_f1=0.902121, agree_f1=0.505598, average_f1=0.698532
BATCH 1160 training acc=0.843750, cost=0.415879, test acc=0.791466, cost=0.554192, disagree_f1=0.698154, neural_f1=0.907154, agree_f1=0.510780, average_f1=0.705363
